num_id|name_landmark|machine_guess|machine_guess_name|score|test_image_url|wiki_url|wiki_summary
66|Rookery Building|2|Auditorium Building|0.31733268|https://i.pinimg.com/736x/10/00/b9/1000b93f47cef441d9cc92e8ffd0952d.jpg|https://en.wikipedia.org/wiki/Rookery_Building|The Rookery Building is a historic landmark located at 209 South LaSalle Street in the Loop community area of Chicago in Cook County, Illinois, United States. Completed by John Wellborn Root and Daniel Burnham of Burnham and Root in 1888, it is considered one of their masterpiece buildings, and was once the location of their office. The building measures 181 feet (55 m), is twelve stories tall and is considered the oldest standing high-rise in Chicago. It has a unique style with exterior load-bearing walls and an interior steel frame, which provided a transition between accepted and new building techniques. The lobby was remodeled in 1905 by Frank Lloyd Wright. Beginning in 1989, the lobby was restored to the original Wright design.	The building was designated a Chicago Landmark on July 5, 1972, and was added to the National Register of Historic Places on April 17, 1970 and listed as a National Historic Landmark on May 15, 1975.
67|Room 405, George Herbert Jones Laboratory|67|Room 405, George Herbert Jones Laboratory|0.14672142|https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Room_405%2C_George_Herbert_Jones_Laboratory%2C_The_University_of_Chicago_%287189830229%29.jpg/1200px-Room_405%2C_George_Herbert_Jones_Laboratory%2C_The_University_of_Chicago_%287189830229%29.jpg|https://en.wikipedia.org/wiki/George_Herbert_Jones_Laboratory|The George Herbert Jones Laboratory is an academic building at 5747 S. Ellis Avenue, Chicago, Illinois, on the main campus of the University of Chicago. Room 405 of the building was named a National Historic Landmark in 1967; it was the site where plutonium, the first man-made element, was isolated and measured.
68|Sears, Roebuck and Company|68|Sears, Roebuck and Company|0.26312318|http://thumbs.ebaystatic.com/d/l400/pict/222187952500_1.jpg|https://en.wikipedia.org/wiki/Sears,_Roebuck_and_Company_Complex|The Sears, Roebuck and Company Complex on the west side of Chicago, Illinois is where Sears, Roebuck conducted the bulk of its mail order operations between 1906 and 1993. It also served as the corporate headquarters until 1973, when the Sears Tower was completed. Of its original 40-acre (16 ha) complex, only three buildings now survive, and have been adaptively rehabilitated to other uses. The complex was designated a National Historic Landmark in 1978, at which time it still included the 3-million square foot mail order plant, the world's largest commercial building when it was completed.[1][3] That building has been demolished, its site taken up by the Homan Square redevelopment project.[4]  These core buildings occupy an area bounded on the north by West Arthington Street, the west by Central Park Avenue, the east by Spaulding Avenue, and the south by West Fillmore Street. The surviving buildings can be seen from Homan and West Arthington.
69|Second Presbyterian Church|69|Second Presbyterian Church|0.7237132|https://upload.wikimedia.org/wikipedia/commons/e/eb/Second_Presbyterian_Church_Chicago_IL.jpg|https://en.wikipedia.org/wiki/Second_Presbyterian_Church_(Chicago)|Second Presbyterian Church is a landmark Gothic Revival church located on South Michigan Avenue in Chicago, Illinois, United States. In the late nineteenth and early twentieth centuries, some of Chicago’s most prominent families attended this church. It is renowned for its interior, completely redone in the Arts and Crafts style after a disastrous fire in 1900. The sanctuary is one of America’s best examples of an unaltered Arts and Crafts church interior, fully embodying that movement’s principles of simplicity, hand craftsmanship, and unity of design. It also boasts nine imposing Tiffany windows. The church was listed on the National Register of Historic Places in 1974 and later designated a Chicago Landmark on September 28, 1977. It was designated a National Historic Landmark in March 2013.
70|Shedd Aquarium|70|Shedd Aquarium|0.7154081|https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Shedd_Aquarium_Chicago_August_2005.jpg/1024px-Shedd_Aquarium_Chicago_August_2005.jpg|https://en.wikipedia.org/wiki/Shedd_Aquarium|"Shedd Aquarium (formally the John G. Shedd Aquarium) is an indoor public aquarium in Chicago, Illinois in the United States that opened on May 30, 1930. The aquarium contains 32,000 animals, and was for some time the largest indoor aquarium in the world with 5,000,000 US gallons (19,000,000 l; 4,200,000 imp gal) of water. Shedd Aquarium was the first inland aquarium with a permanent saltwater fish collection. Located on Lake Michigan, it is surrounded by Museum Campus Chicago, which it shares with the Adler Planetarium and the Field Museum of Natural History. In 2015, the aquarium had 2.02 million visitors. It was the most visited aquarium in the U.S. in 2005, and in 2007, it surpassed the Field Museum as the most popular cultural attraction in Chicago. The aquarium contains 1,500 species, including fish, marine mammals, birds, snakes, amphibians, and insects. The aquarium received awards for ""best exhibit"" from the Association of Zoos and Aquariums (AZA) for Seahorse Symphony in 1999, Amazon Rising in 2001, and Wild Reef in 2004. It was designated a National Historic Landmark in 1987."
71|Site of the First Self-Sustaining Nuclear Reaction|71|Site of the First Self-Sustaining Nuclear Reaction|0.5796919|https://farm3.staticflickr.com/2440/3769225902_c00fd81775_z.jpg?zz=1|https://en.wikipedia.org/wiki/Chicago_Pile-1|"Chicago Pile-1 (CP-1) was the world's first nuclear reactor. On 2 December 1942, the first human-made self-sustaining nuclear chain reaction was initiated in CP-1, during an experiment led by Enrico Fermi. The reactor's development was part of the Manhattan Project, the Allied effort to create atomic bombs during World War II. It was built by the Metallurgical Laboratory at the University of Chicago, under the west viewing stands of the original Stagg Field. Fermi described the apparatus as ""a crude pile of black bricks and wooden timbers"".[4]  The reactor was assembled in November 1942, by a team that included Fermi, Leo Szilard (who had previously formulated an idea for non-fission chain reaction), Leona Woods, Herbert L. Anderson, Walter Zinn, Martin D. Whitaker, and George Weil. It contained 45,000 graphite blocks weighing 400 short tons (360 t) used as neutron moderators, and was fueled by 6 short tons (5.4 t) of uranium metal and 50 short tons (45 t) of uranium oxide. In the pile, some of the free neutrons produced by the natural decay of uranium were absorbed by other uranium atoms, causing nuclear fission of those atoms, and the release of additional free neutrons. Unlike most subsequent nuclear reactors, it had no radiation shielding or cooling system as it operated at very low power – about one-half watt. The shape of the pile was intended to be roughly spherical, but as work proceeded, Fermi calculated that critical mass could be achieved without finishing the entire pile as planned.  In 1943, CP-1 was moved to Red Gate Woods, and reconfigured to become Chicago Pile-2 (CP-2). There, it was operated until 1954, when it was dismantled and buried. The stands at Stagg Field were demolished in August 1957; the site is now a National Historic Landmark and a Chicago Landmark."
72|South Dearborn Street-Printing House Row North Historic District|72|South Dearborn Street-Printing House Row North Historic District|0.17489767|https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/South_Dearborn_Street_060409.jpg/1200px-South_Dearborn_Street_060409.jpg|https://en.wikipedia.org/wiki/Printing_House_Row_District|The Printing House Row District is a National Historic Landmark District encompassing four architecturally important buildings on the 300 through 500 blocks of South Dearborn, South Federal and South Plymouth streets in the Loop community area of Chicago, Illinois. It was listed on the National Register of Historic Places as South Dearborn Street – Printing House Row Historic District and listed as a National Historic Landmark as South Dearborn Street – Printing House Row North Historic District on January 7, 1976. The district was designated a Chicago Landmark on May 9, 1996. The district includes the Monadnock Building, the Manhattan Building, the Fisher Building, and the Old Colony Building. The district overlaps significantly with the Printers Row neighborhood, and is not the same as South Loop Printing House District.
73|S.R. Crown Hall|73|S.R. Crown Hall|0.9099277|http://www.mimoa.eu/images/5804_l.jpg|https://en.wikipedia.org/wiki/S._R._Crown_Hall|S. R. Crown Hall, designed by the German-American Modernist architect Ludwig Mies van der Rohe, is the home of the College of Architecture at the Illinois Institute of Technology in Chicago, Illinois.
74|Starved Rock|74|Starved Rock|0.9492585|https://travelmamas.com/wp-content/uploads/2013/12/Starved_Rock_State_Park_9-682x1024.jpg|https://en.wikipedia.org/wiki/Starved_Rock_State_Park|"Starved Rock State Park is a state park in the U.S. state of Illinois, characterized by the many canyons within its 2,630 acres (1,064 ha). Located just southeast of the village of Utica, in Deer Park Township, LaSalle County, Illinois, along the south bank of the Illinois River, the park hosts over two million visitors annually, the most for any Illinois state park.	Before European contact, the area was home to Native Americans, particularly the Kaskaskia who lived in the Grand Village of the Illinois across the river. Louis Jolliet and Jacques Marquette were the first Europeans recorded as exploring the region, and by 1683, the French had established Fort St. Louis on a large sandstone butte overlooking the river, they called Le Rocher (the Rock). Later after the French had moved on, according to a local legend, a group of Native Americans of the Illinois Confederation (also called Illiniwek or Illini) pursued by the Ottawa and Potawatomi fled to the butte in the late 18th century. In the legend, around 1769 the Ottawa and Potawatomi besieged the butte until all of the Illiniwek had starved, and the butte became known as ""Starved Rock"". The area around The Rock was designated a National Historic Landmark in 1960. The park region has been the subject of several archeological studies concerning both native and European settlements, and various other archeological sites associated with the park were added to the National Register of Historic Places in 1998.	In the late 19th century, parkland was developed as a vacation resort. The resort was acquired by the State of Illinois in 1911 for a state park, which it remains today. Facilities in the park were built by the Civilian Conservation Corps in the 1930s, which have also gained historic designation.	A flood from a melting glacier, approximately 14,000-17,000 years ago led to the topography of the site and its exposed rock canyons. Diverse forest plant life exists in the park and the area supports several wild animal species. Of particular interest has been sport fishing species."
75|Adlai E. Stevenson II Farm|53|Nauvoo Historic District|0.19387364|http://www.enjoynationalparks.com/wp-content/uploads/chi-stevenson-farm-20140423.jpg|https://en.wikipedia.org/wiki/Adlai_Stevenson_II|"Adlai Ewing Stevenson II (; February 5, 1900 – July 14, 1965) was an American lawyer, politician, and diplomat, noted for his intellectual demeanor, eloquent public speaking, and promotion of progressive causes in the Democratic Party. Stevenson served in numerous positions in the federal government during the 1930s and 1940s, including the Agricultural Adjustment Administration (AAA), Federal Alcohol Administration, United States Department of the Navy, and the United States Department of State. In 1945, he served on the committee that created the United Nations, and he was a member of the initial U.S. delegations to the UN. He was the 31st Governor of Illinois from 1949 to 1953, and received the Democratic Party's nomination for president in the 1952 and 1956 elections.	In both 1952 and 1956, Stevenson was defeated in a landslide by Republican Dwight D. Eisenhower. He sought the Democratic presidential nomination for a third time at the 1960 Democratic National Convention, but was defeated by Senator John F. Kennedy of Massachusetts. After his election, President Kennedy appointed Stevenson as the United States Ambassador to the United Nations. He served from 1961 to 1965. He died on July 14, 1965, from heart failure (after a heart attack) in London, following a United Nations conference in Switzerland. Following public memorial services in New York City, Washington, DC, and his childhood hometown of Bloomington, Illinois, he was buried in his family's section in Bloomington's Evergreen Cemetery.	The prominent historian Arthur M. Schlesinger Jr., who served as one of his speechwriters, wrote that Stevenson was a ""great creative figure in American politics. He turned the Democratic Party around in the fifties and made JFK possible...to the United States and the world he was the voice of a reasonable, civilized, and elevated America. He brought a new generation into politics, and moved millions of people in the United States and around the world."" Journalist David Halberstam wrote that ""Stevenson's gift to the nation was his language, elegant and well-crafted, thoughtful and calming."" His biographer Jean H. Baker stated that ""though [Stevenson] would never be an architect of his nation's affairs...he would remain an attractive literate symbol of possibility for Americans disenchanted with politics and Democrats committed to images of government run by worthy men...Stevenson seemed fated to move through personal disappointments to the very center of problems that assail all people."" W. Willard Wirtz, his friend and law partner, once said ""If the Electoral College ever gives an honorary degree, it should go to Adlai Stevenson."""
76|Lorado Taft Midway Studios|26|John J. Glessner House|0.16136006|https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/20070601_Lorado_Taft_Midway_Studio_%283%29.JPG/1200px-20070601_Lorado_Taft_Midway_Studio_%283%29.JPG|https://en.wikipedia.org/wiki/Lorado_Taft_Midway_Studios|The Lorado Taft Midway Studios are a historic artist studio complex at South Ingleside Avenue and East 60th Street, on the campus of the University of Chicago on the South Side of Chicago. The architecturally haphazard structure, originating as two converted barns and a Victorian house, was used from 1906 to 1929 as the studio of Lorado Taft (1860-1936), one of the most influential sculptors of the period. A National Historic Landmark, it now houses the university's visual arts department.
77|F.F. Tomek House|77|F.F. Tomek House|0.65888643|http://www.appraisercitywide.com/xsites/appraisers/appraisercitywide/Content/UploadedFiles/F.F.%20%20Tomek%201907.JPG|https://en.wikipedia.org/wiki/F._F._Tomek_House|The F.F. Tomek House, also known as The Ship House or as the Ferdinand Frederick and Emily Tomek House, is a historic house at 150 Nuttall Road in Riverside, Illinois. It is prominent example of Prairie School design by Frank Lloyd Wright. Designed in 1904 and construction finished in 1906, the Tomek House is a well-preserved example of the style. In addition to being a good example of the Prairie style, the Tomek house documents the development of the style, which reached its clearest expression in Wright's Robie House in 1908. It is included in the Riverside Historic District and was declared a National Historic Landmark in 1999.		
78|Lyman Trumbull House|43|Vachel Lindsay House|0.16404049|https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Lyman_Trumbull_House.jpg/600px-Lyman_Trumbull_House.jpg|https://en.wikipedia.org/wiki/Lyman_Trumbull_House|"Lyman Trumbull House is a house significant for its association with former U.S. Senator from Illinois Lyman Trumbull. The house is located in the historic Middletown neighborhood in Alton, Illinois. Senator Trumbull was best known for being a co-author of the Thirteenth Amendment to the United States Constitution.	The house was built around 1849, and was declared a National Historic Landmark in 1975. Senator Trumbull lived in this house from 1849 to 1863, according to the documentation provided in the National Historic Landmark application.	The house is a 1-1/2 story red brick, gable-roofed residence with limestone foundation. It was originally rectangular-shaped, but late in the 19th century an addition was built on the rear of the house, transforming it into an ""L"" shaped residence. There are three gabled dormers protruding from the front roof, one on the rear of the original house, and one on the northern elevation of the roof on the addition.	Adorning the front of the house is a centrally-located one-bay entrance porch supported by two fluted pilasters, all made of wood. Turned balusters flank the porch and the several wooden steps that lead to a brick walkway surrounding the dwelling. An entrance to the basement is located underneath the porch. The chief front entrance to the Trumbull House is a single door with side lights and semi-elliptical fanlight. On the south side of the house is a second basement entrance, and it is sheltered by a pedimented portico supported by two Doric columns."
79|U-505 (German Submarine)|79|U-505 (German Submarine)|0.9956442|https://i.pinimg.com/564x/19/83/ef/1983ef01245b1bf2d067bf5d312196a6.jpg|https://en.wikipedia.org/wiki/German_submarine_U-505|"U-505 is a German Type IXC U-boat built for Nazi Germany's Kriegsmarine during World War II. She was captured by the U.S. Navy on June 4, 1944.  In her uniquely unlucky career with the Kriegsmarine, she had the distinction of being the ""most heavily damaged U-boat to successfully return to port"" in World War II (on her fourth patrol) and the only submarine in which a commanding officer took his own life in combat conditions (on her tenth patrol, following six botched patrols).[5]  One of six U-boats that were captured by Allied forces during World War II, U-505 was the first warship captured by U.S. forces on the high seas since the War of 1812. She was captured on 4 June 1944 by United States Navy Task Group 22.3 (TG 22.3). All but one of U-505's crew were rescued by the Navy task group. The submarine was towed to Bermuda in secret and her crew was interned at a US prisoner-of-war camp where they were denied access to International Red Cross visits. The Navy classified the capture as top secret and prevented its discovery by the Germans. Her codebooks, Enigma machine, and other secret materials found on board helped the Allied codebreakers.[6]  In 1954, U-505 was donated to the Museum of Science and Industry in Chicago, Illinois. She is now one of four German World War II U-boats that survive as museum ships, and, along with U-534, just one of two Type IXCs still in existence."
80|Unity Temple|80|Unity Temple|0.5489063|http://3.bp.blogspot.com/-Ig1WWB1WKw4/UATL7QfGKuI/AAAAAAAAyxs/HEdbFNAOwZU/s640/Unity+Temple.jpg|https://en.wikipedia.org/wiki/Unity_Temple|Unity Temple is a Unitarian Universalist church in Oak Park, Illinois, and the home of the Unity Temple Unitarian Universalist Congregation. It was designed by the American architect Frank Lloyd Wright, and built between 1905 and 1908. Unity Temple is considered to be one of Wright's most important structures dating from the first decade of the twentieth century. Because of its consolidation of aesthetic intent and structure through use of a single material, reinforced concrete, Unity Temple is considered by many architects to be the first modern building in the world. This idea became of central importance to the modern architects who followed Wright, such as Mies Van Der Rohe, and even the post-modernists, such as Frank Gehry.	Unity Temple is located at 875 Lake Street, Oak Park Illinois. (The Unitarian Universalist congregation that owns and worships in Unity Temple was formed in 1871, and has no connection with Unity Church, a religious organization founded in 1889.)
81|University Of Illinois Observatory|81|University Of Illinois Observatory|0.39266223|https://upload.wikimedia.org/wikipedia/commons/d/d1/Astronomical_Observatory_University_of_Illinois_at_Urbana-Champaign_from_northwest.jpg|https://en.wikipedia.org/wiki/Astronomical_Observatory_(University_of_Illinois_at_Urbana%E2%80%93Champaign)|"The University of Illinois Astronomical Observatory, located at 901 S. Mathews Avenue in Urbana, Illinois, on the campus of the University of Illinois at Urbana-Champaign, was built in 1896, and was designed by Charles A. Gunn. It has been listed on the National Register of Historic Places since November 6, 1986, and on December 20, 1989, was designated a National Historic Landmark.	Though none of the astronomical instruments are being used for professional research today, the observatory still contains a 12"" Brashear refractor. The observatory played a key role in the development of astronomy as it was home to a key innovation in the area of astronomical photometry. The facility has been directed by such noted scientists as Joel Stebbins and Robert Horace Baker.	Erected at the behest of the Illinois General Assembly, the University of Illinois Observatory became important in the development of astronomy due, in large part, to pioneering research by Dr. Stebbins, from 1907 to 1922. Joel Stebbins left the University of Illinois in 1922 but left behind a legacy of discovery that helped alter the face of modern astronomy. The building served the University of Illinois astronomy department from its opening until 1979, when the department moved into a new, larger building to house its growing staff."
82|The Wayside|58|Old Stone Gate, Chicago Union Stockyards|0.21823317|https://upload.wikimedia.org/wikipedia/commons/d/de/GRC_P8290027_Lincoln_Memorial_Wayside_%28Illinois-_Vincennes%2C_IN%29.JPG|https://en.wikipedia.org/wiki/The_Wayside|The Wayside is a historic house in Concord, Massachusetts. The earliest part of the home may date to 1717. Later it successively became the home of the young Louisa May Alcott and her family, who named it Hillside, author Nathaniel Hawthorne and his family, and children's writer Margaret Sidney. It became the first site with literary associations acquired by the National Park Service and is now open to the public as part of Minute Man National Historical Park.
83|Ida B. Wells-Barnett House|83|Ida B. Wells-Barnett House|0.67304957|http://1.bp.blogspot.com/_zJpnTu57Koc/S63vh3smTeI/AAAAAAAAQP0/JVSNSDIS6oE/s1600/LI-archi-BZV-130b.jpg|https://en.wikipedia.org/wiki/Ida_B._Wells-Barnett_House|The Ida B. Wells-Barnett House was the residence of civil rights advocate Ida B. Wells, (1862–1931) and her husband Ferdinand Lee Barnett from 1919 to 1930. It is located at 3624 S. Dr. Martin Luther King Jr. Drive in the Douglas community area of Chicago, Illinois. It was designated a Chicago Landmark on October 2, 1995. It was listed on the National Register of Historic Places and as a National Historic Landmark on May 30, 1974.		
84|Frances Willard House|84|Frances Willard House|0.5945269|https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Frances_Willard_House%2C_Evanston%2C_IL.JPG/1280px-Frances_Willard_House%2C_Evanston%2C_IL.JPG|https://en.wikipedia.org/wiki/Frances_Willard|"Frances Elizabeth Caroline Willard (September 28, 1839 – February 17, 1898) was an American educator, temperance reformer, and women's suffragist. Willard became the national president of Woman's Christian Temperance Union (WCTU) in 1879, and remained president until her death in 1898. Her influence continued in the next decades, as the Eighteenth (Prohibition) and Nineteenth (Women Suffrage) Amendments to the United States Constitution were adopted. Willard developed the slogan ""Do Everything"" for the WCTU, encouraging members to engage in a broad array of social reforms through lobbying, petitioning, preaching, publishing, and education. During her lifetime, Willard succeeded in raising the age of consent in many states, as well as passing labor reforms including the eight-hour work day. Her vision also encompassed prison reform, scientific temperance instruction, Christian socialism, and the global expansion of women's rights."
85|Daniel Hale Williams House|10|Arthur H. Compton House|0.23343582|https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Dr._Daniel_Hale_Willaims_House.jpg/1920px-Dr._Daniel_Hale_Willaims_House.jpg|https://en.wikipedia.org/wiki/Daniel_Hale_Williams_House|The Daniel Hale Williams House is the former home of Dr. Daniel Hale Williams (1856-1931), one of the first major African American surgeons. Located at 445 East 42nd Street in the Grand Boulevard community area of Chicago Illinois, the building was designated a National Historic Landmark in 1975.
86|Frank Lloyd Wright Home And Studio|39|Frank R. Lillie House|0.53671205|https://c2.staticflickr.com/8/7014/6823650521_cffc81f5ec_b.jpg|https://en.wikipedia.org/wiki/Frank_Lloyd_Wright_Home_and_Studio|The Frank Lloyd Wright Home and Studio is a historic house designed by renowned architect Frank Lloyd Wright. Located at 951 Chicago Avenue in Oak Park, Illinois, the house has been restored by the Frank Lloyd Wright Preservation Trust to its appearance in 1909, the last year Frank Lloyd Wright lived there with his family. Frank Lloyd Wright purchased the property and built the home in 1889 with a $5,000 loan from his employer Louis Sullivan. He was 22 at the time, and recently married to Catherine Tobin. The Wrights raised six children in the home. The building was listed on the National Register of Historic Places in 1972 and declared a National Historic Landmark four years later.
